TF,Target,Correlation
FHL2,LOC105379003,0.40125087456759734
PLCH1,FGF14,0.40122054054309086
NEGR1,SCARA5,0.401190560101205
PDE1A,PCDH7,0.40118296789154395
MLIP,MYPN,0.40116554125509946
BICC1,ABCA10,0.40112919878681585
LINC00639,PPP1R16B,0.401083654940278
CIDEC,PDE3B,0.40106054349863207
UNC5C,LINC03007,0.4010456806729441
MARCHF1,DLGAP2,0.40102039150363483
LINC02607,KCNIP2,0.4009906442687068
SCN7A,MUSK,0.40098820550766184
KCNT2,FRAS1,0.4009471703040694
TTN,FBXO40,0.4009203434533731
BICDL1,SLC24A3,0.40091605285305704
PCDH9,DMD,0.4009039234219332
ESRRG,TRDN,0.40090007871450056
LINC01675,ICOS,0.4008263827263864
SLC4A4,NR4A3,0.40082343749835336
ROR1,MCTP2,0.4008031766157005
POSTN,SMOC1,0.4007802876383994
CCDC141,LDB3,0.4006097583121434
EMCN,BMP6,0.40060636303945824
CACNA1C,CDH2,0.4005829378860698
ATF3,C3,0.4005705042751256
CLDN1,SLC4A4,0.40055189626342763
SLIT3,ITGB8,0.4005191620346914
PTPRC,DOCK10,0.4005089094747458
BCHE,SYT1-AS1,0.40037374529402997
TMEM71,LINC02248,0.4003031310307497
KCNMB2,MLIP,0.40027859057566045
LSAMP,BICC1,0.4002729780488061
NTNG1,KCTD8,0.40023768545487226
KCNT2,SLC39A8,0.4002312882642265
CCDC80,SLIT2,0.4002204664270487
SLC7A10,GYG2,0.4000124992235166
CORIN,TBX5,0.39999759043829264
FGF12,TRDN-AS1,0.3999636661522081
VWF,ERG,0.3999468784172392
XKR4,INSC,0.39991473457341414
PDE4B,FMN2,0.39990558745093113
CACNA2D3,MARCHF1,0.39987695889312247
GPM6A,MGAT4C,0.3998735824866758
KCTD8,CBLN2,0.39984126343418247
MGAT4C,ZBTB7C,0.399839961667576
SLC8A1,MYOCD,0.3998286136025265
F13A1,TBXAS1,0.39981796420429794
LEPR,CGNL1,0.39980665659109127
FYB2,RERG,0.3998026471731262
LSAMP,TFRC,0.399795900436171
SLIT3,WT1,0.3996775471884836
SLC19A3,SLC7A10,0.3996625724550316
ADAMTS3,RBFOX1,0.399620517669421
ADIPOQ,PFKFB3,0.3996178278576557
NR4A2,BNC2,0.39958784232283234
PDGFC,EFNA5,0.39957706216207634
ROR1,CDON,0.3995598750372912
TF,TRHDE-AS1,0.3995364193746893
BICC1,CDON,0.3995290807548435
WWC1,SYT1-AS1,0.3995275160966637
LINC02006,CLDN1,0.39952654627314893
PTGER3,CIDEA,0.39952004458425583
BNC2,CBLN2,0.3994492377142724
CFH,SEMA3C,0.3994259766003711
COLGALT2,PLCH1,0.3993950390612054
CACNA1C,MYOCD,0.39935597044903776
NPPB,TTN,0.39935095410902277
FYB2,ITLN1,0.3993326259757959
ABCA8,ABCA9,0.39931045569586127
MECOM,THSD7A,0.39928873564706474
ZNF385B,LOC107986448,0.39928228876046595
RBFOX1,FOSB,0.3991789481177416
LINC02208,LDB3,0.39914138017627676
FGF12,SORBS1,0.3990767144813855
VWF,PECAM1,0.3990288563850516
SLIT2,MCTP2,0.39900884667381387
ESRRG,SLC8A1,0.3990055628343043
KCNIP2,GYG2,0.39896309723811824
SLC19A3,PFKFB3,0.3988911842332465
MITF,MYO18B,0.3988716418731554
ANK2,RBM20,0.3988618775419276
ITLN1,HP,0.3988355097609188
SLC19A3,SLC14A2-AS1,0.3988248242891452
SORBS1,RBM20,0.3988108111073104
CD6,BCL11B,0.39877629061118547
EZR,MGAT4C,0.39876086828955337
PCDH7,BMPR1B,0.398736999145694
LINC02006,CPA4,0.3987152865132276
COL6A3,EBF2,0.3987102867925351
CLSTN2,TRHDE-AS1,0.39866912664457355
ESRRG,MITF,0.39860693511840545
SLIT3,SYT1-AS1,0.3985780207857971
PLIN1,GABRE,0.3985047126135695
LINC02237,GLYAT,0.39850313409815274
KCNT2,TTN,-0.39846591278321203
KCTD8,NPNT,0.3984393020792003
ID4,EZR,0.3984243829648365
SYNPR,TECRL,0.3983944104008479
LINC02208,MLIP,0.3983595401347667
COLEC12,C3,0.39835156827130164
ATF3,HAS1,0.39833828354329975
CADPS,TRDN-AS1,0.39832051749683645
FYB2,CCDC80,0.3982382261650235
MYBPC3,MYOCD,0.39823362027664183
ADAMTS12,TMEM132C,0.3981969509608419
ADIPOQ,ACSL1,0.39819465476709753
COL24A1,C7,0.3981696379033476
KCNJ3,TRDN,0.39816498158038677
MARCHF1,RERG,0.39812354835700037
CPA4,BNC2,0.3981063475472016
KIAA0408,TRHDE-AS1,0.3980701981805179
MEG3,MEG8,0.3980321082019455
ANK2,MLIP,0.3979889560547234
CDON,FLRT2,0.3979743210586189
FGF12,CTNNA3,0.3979462420452303
PALLD,TRDN,0.39794192220268887
LPL,AQP7,0.3979292058880088
ITGB8,ALOX15,0.39788028180843604
BNC2,MAP3K8,0.3978762487215764
PDE4B,ALOX15,0.39786363408264286
MALAT1,SLC24A3,0.3978617205970131
MS4A6A,LILRB5,0.3978476700757791
PLIN1,PCK1,0.3977854431633085
PRG4,NR4A2,0.3977803676982575
ACSL1,GPD1,0.3977633019057297
PTGER3,TRARG1,0.3976982408521438
FOSB,HAS1,0.3976444685858171
CHRM2,AKAP6,0.39763760489538924
DPP6,RGS6,0.3976215446189627
MLIP,MYH7B,0.3975984680464625
FRAS1,SULF1,0.3975264570565626
PDE4B,SLC39A8,0.39751080878278655
ESRRG,WNK2,0.39746869661081535
ABI3BP,ANXA8,0.397404841622668
PFKFB3,GPD1,0.3973882156705295
MLIP,TMEM71,0.3973818186818749
NTNG1,EFNA5,0.3973703746363671
PALLD,NCAM1,0.3972281905637065
ITLN1,RBFOX1,0.3971825766052754
SLC19A3,PRKAR2B,0.3971814004477837
WT1,ALOX15,0.39715139010634404
SORBS1,MYO18B,0.39714776575449723
RNF144B,LINC00639,0.3971027546661487
SEMA3C,BICC1,0.3970992817258559
MYO18B,DMD,0.3970722339132781
BICDL1,C3,0.39707156191610277
LDB3,SORBS1,0.3970306582801474
FYB1,CYBB,0.397011958992264
FHL2,CHRM2,0.3970060441414442
SGCD,LDB3,0.39695593025083536
MLIP,PXDNL,0.39691734792732414
DOCK2,CYBB,0.3968860427366469
TBX5,MYLK3,0.3968607852487824
PDGFC,SLC24A3,0.39685775450389965
PCDH15,CGNL1,0.39682232915479
ANXA8,FLRT2,0.39679376750255624
PNPLA2,GYG2,0.39679165371531583
ANTXR1,C3,0.39677004720320613
FYB2,ITGB8,0.396618436025268
PEX5L,ZBTB7C,0.3966061570255055
FMN2,ANXA8,0.3966023571386277
NPR3,BMX,0.3965451090529077
KLB,PLIN5,0.3965360374560118
ADIPOQ,ACACB,0.39645286937702384
CACNA2D3,ADAMTS3,0.39643747774440097
MGAT4C,C3,0.39640447137932106
NTNG1,ITLN1,0.3963912026530425
ATF3,BNC2,0.3963771389677928
MLXIPL,PRKAR2B,0.39635414949823977
CD163,LILRB5,0.3963231256726851
PIK3AP1,CYBB,0.3962901377990857
PEX5L,LOC729732,0.3962829493151243
EMB,ANXA8,0.39628076089588327
MRC1,MS4A4A,0.39628046317436155
ITGB8,RBFOX1,0.3962562158642827
RAPGEF5,PTPRB,0.39619730670152414
PECR,GLYAT,0.39618863906720064
PLA2G5,FGF14,0.39617455800259305
PXDNL,LINC02248,0.39615415747603394
LOC107986448,CHRM2,0.39611297268916285
PDGFC,MALAT1,0.39610147325180317
CORIN,MLIP,0.3960911153388801
CLDN1,RBFOX1,0.3960852778120272
ESRRG,LOC105370315,0.39604211032030084
TFRC,PTPRQ,0.39602570509161844
FGF12,ALPK2,0.3960126248995916
NTNG1,BICDL1,0.3959996653337449
ANK2,TBX5,0.3959843050131413
SCN7A,NCAM2,0.39598044694244994
ITGB8,ARHGAP44,0.3959048434601474
TBX5,LOC101927404,0.3958817305172573
ARHGAP18,BNC2,0.39586274683668243
RCAN2,MLIP,0.3958306910516624
SLC8A1,KCNJ3,0.39582210514527194
SLC39A8,RERG,0.39578513087460393
RYR2,PALLD,0.3957270995023231
ITLN1,HAS1,0.39568979706235796
NEGR1,UST,0.39568656311848127
OTOGL,TBX5,0.3956344642598775
GPM6A,FOSB,0.39562985046412474
TF,GYG2,0.3956095690233782
SEMA3C,PCLO,0.395559373504231
ZNF385B,SGCG,0.39555525175893336
ADGRG6,POSTN,0.39550625402936435
PDE4B,GRIP1,0.39547471310477683
FGF12,LOC107986448,0.3954610262249542
ADIPOQ,FABP4,0.3953943309678231
FBXO40,MYBPC3,0.39538989834884497
SLC19A3,GPT2,0.3953819374843723
COL4A4,ABCA6,0.3953223464171022
TRDN-AS1,RBM20,0.39531586698858395
ZNF385B,TENM2,0.3952948893436589
PEX5L,PDGFC,0.39529010940781134
TENM2,TBX5,0.39528153598828153
CFH,LRP2,0.39527751324107435
NCKAP5,ZNF385B,0.39522320741636013
PDE1A,CGNL1,0.3952226106762889
KCNT2,KCTD8,0.3952146920918164
SPATA9,PLIN1,0.3952080064743502
CALCRL,SHANK3,0.39516830782829554
MECOM,LINC00639,0.3951354890104165
GPM6A,WWC1,0.3951098591185356
KANK4,PLIN5,0.3950801260289552
TECRL,RALYL,0.39503995456141133
LRP2,FOSB,0.39502737978017527
PTGER3,PFKFB1,0.3950055550708442
TFRC,GPM6A,0.3949741066072341
ITLN1,MALAT1,0.394936559636256
PXDNL,TBX5,0.3949178540154492
TBXAS1,ATP8B4,0.3949037948659743
NPR3,CGNL1,0.39489674712679745
KANK4,KLB,0.3948960409119357
MLXIPL,PNPLA2,0.3948894399634671
SYK,CSF2RA,0.3948685694970204
LSAMP,EFNA5,0.3948492606658372
CORIN,RBM20,0.3948206469601588
IFNG-AS1,MYO18B,0.39472242822269504
LINC02006,SVEP1,0.39471697777750736
FGF12,OTOGL,0.3947119333890905
LINC02208,MYO18B,0.39469870259994155
LNCBRM,LVRN,0.39465482001349955
SEMA3C,KRT19,0.3946532636191253
LDB3,NCAM1,0.39461224113028925
CIDEA,SLC14A2-AS1,0.3946051240147392
GREB1L,LOC101927404,0.39458340668636355
PDE4B,SYT1-AS1,0.3945248253917946
LINC02006,EFNA5,0.39450764969311475
MECOM,EGFL7,0.39449441902732807
KCNJ3,KCNMB2,0.3944787709355699
SPHKAP,RALYL,0.3944174391280516
RBFOX1,SLC24A3,0.3943967298901661
ITLN1,ITGB8,0.39436045613435844
CLDN1,DPP6,0.394358175279253
ESRRG,LINC01954,0.3943199087712566
CACHD1,DPP6,0.39431713487093223
ITLN1,ABI3BP,0.39431635720145525
ARL15,PREX2,0.39430878066384956
TECRL,MYOCD,0.39429720697212584
GLYAT,PLIN5,0.3942678123952674
KCNT2,SVEP1,0.3942534253936952
SYK,ADAP2,0.3942292848303498
TRDN,GREB1L,0.39421649719769497
CCDC80,DLGAP2,0.39416436094246243
CHRM3,ITGB8,0.3941591590157745
CLDN1,BNC2,0.3941458293126987
CACNA2D3,PDGFC,0.3941335259567567
LINC02607,DIRC3,0.39412204764787334
TECRL,ANK2,0.39409611146194673
ABI3BP,MCTP2,0.3940944384530079
GFPT2,MCTP2,0.39408994298313765
RGS6,MT-CO1,-0.39407576704972563
LOC105379003,MAPK4,0.394028877659784
COL4A4,DCN,0.39400802408674584
PDE4B,MARCHF1,0.3939945667173643
LINC02350,RBFOX1,0.3939867759483404
WWC1,RBFOX1,0.3939672244466026
GRIP1,ALOX15,0.39395238809267213
GRIP1,SLC24A3,0.3939443063432312
VIT,ABCA10,0.39389061922044827
CACNA2D3,HAS1,0.39386040795104055
TFRC,CDON,0.39385123650492343
PALLD,PXDNL,0.39382633420170904
ITGB8,LOC729732,0.3938261813318135
ADAMTS3,SYT1-AS1,0.39382427195671693
ACOT11,LINC02248,0.3938124323925365
SYK,CD163L1,0.39379010802063075
MSR1,MRC1,0.39376309192908604
CHRM3,CCDC80,0.39375339217037425
PDE4B,CACNA2D3,0.3937520583370594
MECOM,GRIP1,-0.39373003647783544
LRP2,ARHGAP18,0.39366359294157316
CHRM3,DLGAP2,0.3936304670048713
MSC-AS1,CDH19,0.39362380683017356
CADPS,RCAN2,0.39356965785701997
FRAS1,ARHGAP44,0.3935553824288668
F13A1,CYBB,0.39353883523021166
GPM6A,ALOX15,0.3935289325401701
VGLL3,SEMA3C,0.3935081634709126
SULF1,COLEC12,0.39348736893727165
MCTP2,CBLN2,0.3934410997402877
NCAM1,MYO18B,0.39343268273291443
FYB2,PDE4B,0.3934316506653108
DIRC3,TRHDE-AS1,0.3933873476896519
PRG4,ARHGAP18,0.3933836927579543
MME,GPAM,0.39337186764569554
RYR2,FBXO40,0.3933291823055114
COL6A6,EBF2,0.3932979243701591
ROR1,MECOM,-0.39329508809979685
MME,ADIPOQ,0.3932509730682551
SLC8A1,GREB1L,0.39324184162714637
TFRC,HAS1,0.393241273843919
CHRM3,WT1,0.3932013729947255
MALAT1,FOSB,0.39318697181984796
TLL1,BNC1,0.39314376148851016
KANK4,LIPE,0.39311783729023303
EGFL7,MALAT1,-0.39309868783241897
FYB2,WT1,0.39307256557946246
PEX5L,EZR,0.3930650975074963
SYNPR,CACNA1C,0.39306370894242104
TLL1,HAS1,0.39305702050795466
BCHE,KCTD8,0.3930047827016094
PEX5L,C3,0.3928836538626797
SYNPR,MITF,0.39286661171223447
ANO2,DIPK2B,0.39286615655006313
TLL1,ANXA8,0.392840907626055
LINC02360,PTPRQ,0.39276420572117027
DIRC3,MLXIPL,0.3927531085560379
ST8SIA6,VWF,0.3927471203485729
FRAS1,EZR,0.3927282820605626
PLIN4,LIPE,0.39271848031411316
LSAMP,ALOX15,0.39269693655449633
CPA4,DPP6,0.392658491987986
PALLD,SGCD,0.3926243939158562
MITF,GREB1L,0.39255304950130576
SLC39A8,HAS1,0.3925077299409863
MYOM3,LINC02248,0.39249335832405524
ADIPOQ,TPRG1,0.392461679072915
PCSK5,LINC00639,0.39245803916827776
NTNG1,BCHE,0.3924565689550877
MYOM3,LOC105379003,0.39243128765123414
PID1,GPC6,0.3924143396241853
GPC6,FBLN1,0.3923760426707817
ROR2,MALAT1,0.3923374043173054
ESRRG,MYOCD,0.3923360263502492
TLL1,SLC24A3,0.3922964328501391
LINC00639,CYYR1,0.3922490896765916
FBN1,CDH19,0.3922409649203453
ADIPOQ,KIAA0408,0.3922251036596675
LDB3,MYLK3,0.3921782429553274
PDE4B,BCHE,0.39217819099545026
PDE4B,ZBTB7C,0.3921401392941476
CD86,SYK,0.39210330216158834
CCDC15-DT,S1PR5,0.39207521658725325
ITLN1,LSAMP,0.3920426285811174
TLL1,DPP6,0.3920042201538763
SLIT3,LOC729732,0.39200095363524123
KANK4,PDE3B,0.3919837305376954
LTBP1,PALLD,0.39198178871258327
LINC01954,RBM20,0.3919547975568241
KCTD8,ADAMTS3,0.3919370521715907
GRB10,ANO2,0.3919351466397295
SLC39A8,MGAT4C,0.3919246914446714
LDB3,MYH6,0.39192461497762127
CLEC7A,FPR3,0.3919243939298146
FHL2,ZNF385B,0.3919091518241413
PDE4B,CLDN1,0.3918880214116927
LDB3,MYH7B,0.39187746735269846
PTPRQ,SLC24A3,0.3918745102175099
LSAMP,ID4,0.39187433963931356
SLC8A1,CCDC141,0.3918723292165583
PC,PFKFB1,0.3918162376212286
BMPR1B,NRG1,0.39179944704447844
CHRM3,WWC1,0.3917964861201961
CFH,PTPRQ,0.3917933933058975
CHRM2,MAPK4,0.39178004006793415
CADPS,SGCG,0.3917645224472645
CADPS,CORIN,0.39176132275308556
MGAT4C,SLC24A3,0.3917118575362565
COL4A4,GPC6,0.3916953629873369
MALAT1,BNC1,0.3916868257743285
MSC-AS1,ABCA6,0.3916571842676005
KCNIP2,CIDEA,0.39160501474087944
BCHE,SLC39A8,0.3915935141989996
FLT1,SHANK3,0.3915653122492572
LNCBRM,GLYAT,0.391549502428921
SYNPR,LINC02208,0.3915404599339351
SPHKAP,TBX5,0.39153592694459405
NR4A2,ANXA8,0.3915269423915758
ROR1,LSAMP,0.3914938871568847
NCKAP5,CHRM2,0.39145627440552877
PALLD,MYOM1,0.39144900112247083
ABI3BP,ABCA8,0.39134214808958767
SEMA3C,RGS6,0.39130955229817654
ANO2,MIR3667HG,0.3912349556202022
MS4A4E,SIGLEC1,0.3912054895360246
EGFL7,PRKCH,0.39119044547904985
CP,ADAMTSL1,0.391157930078209
TECRL,LOC105370315,0.39112672879738797
RYR2,MYH7B,0.39111040392569113
LOC107986448,RBM20,0.3910707540103044
BICC1,PTPRQ,0.3910409764945092
BICDL1,ZBTB7C,0.3910340128159926
SLC4A4,CBLN2,0.3909903184205794
MITA1,PTPRQ,0.39098819589656914
TTN,TMEM71,0.39097258791548306
CADPS,IFNG-AS1,0.3909614643022513
MYBPC3,MYH7B,0.3909575865748936
ERBB4,TBX5,0.3909549777100111
F13A1,LILRB5,0.3909337351855268
ANTXR1,LINC02006,0.3909146154509619
TBX20,ABCA6,0.390899860897092
SYNPR,WNK2,0.39089233406530804
DPP6,COLEC12,0.39087293219849306
ID4,ZBTB7C,0.3908508276234868
NR4A3,C3,0.39083017316841195
C7,ABCA10,0.39080855475198634
SPHKAP,MLIP,0.39079447898426173
MYOM1,CDH2,0.3907721559997778
PDE4B,KCNT2,0.39076787498730503
SYT1-AS1,SLC24A3,0.3907287287070708
ANXA8,MT-CO1,-0.3906682180616587
DIRC3,GYG2,0.3906616453786009
CHRM3,SYT1-AS1,0.39065308900385115
LINC02248,MYLK3,0.39064826851697565
NOTCH4,PREX2,0.39064570887350636
MGAT4C,ARHGAP44,0.3905897604753546
PDE4B,WT1,0.39058795076723857
ADGRG6,CDH11,0.3905767454260416
LTBP1,PCDH9,0.3905623607657239
DOCK2,CD163,0.39054459920208007
FCGR2B,SYK,0.3905374906671604
SYNPR,MYBPC3,0.39051377147364447
CSF2RA,CYBB,0.39050108739386663
PALLD,TMEM71,0.3904783301283532
CACNA2D3,MT-CO1,-0.3904753615183455
FMN2,DPP6,0.3904444266267129
C7,ABCA9,0.39043907484121004
MLIP,MYLK3,0.3904315384745404
ABI3BP,DPP6,0.39041837205675034
CD163,NCKAP1L,0.3903765405093436
MYRIP,SMOC1,0.3903760127917066
CADPS,ALPK2,0.39037547487371166
LSAMP,LINC02360,0.3903538970035096
WNK2,CACNA1C,0.3903503796158202
KCNJ3,FHOD3,0.3902951483987772
ITGB8,PTPRQ,0.39027252840391874
FCGR2A,CD163,0.3902667250089479
MECOM,VWF,0.3902465399808134
LRP2,SLIT2,0.3901630467204928
ADGRF5,VWF,0.39016227599759506
BMP6,BMX,0.3901610803448336
PLCH1,UNC5C,0.39016053173535853
PDE4B,SLC24A3,0.39014857564605676
ABI3BP,LOC729732,0.3901389541179451
CLSTN2,PLIN1,0.390088078357087
CLDN1,BNC1,0.3900533267006328
CHRM3,PEX5L,0.39002376492988133
LINC01954,LDB3,0.3899640933090846
ADAMTS3,SLC39A8,0.3899606621218206
UNC5C,C7,0.3899561894330493
RYR2,MYOM1,0.3899178863086579
LSAMP,CLDN1,0.3899074840527346
SLC19A3,KCNIP2,0.3898943686126769
MS4A4E,FMN1,0.3898515352738963
UNC5C,ABCA8,0.3898443068976023
MYOM3,CHRM2,0.38981922715066186
KLRC2,KLRC1,0.3898087461864924
FMN1,ATP8B4,0.3898079332535382
CIDEC,TF,0.3897195063797991
PTPRQ,ALOX15,0.38970946971855225
ANXA8,NALF1,0.3896625353904874
NPNT,PTPRQ,0.3896467026340201
PID1,DCN,0.38962044779751176
KCNT2,MARCHF1,0.38961113088267657
TECRL,LINC02208,0.3896028738886834
CFH,ZBTB7C,0.38958862463151617
TBXAS1,CD163,0.38958038907717724
ADAMTS3,ROR2,0.3895719821695504
LINC03007,FGF14,0.3895344510146247
PLIN5,SGK2,0.38942814930357195
DIRC3,CIDEA,0.38942416192685364
LOC105379003,SYNDIG1,0.3894229161168697
PECR,PLIN5,0.3893639972334386
CLEC7A,CYBB,0.3893129019335274
BNC2,MT-CO1,-0.3892803393815134
MLIP,TRDN-AS1,0.38927810082779285
SGCD,MYO18B,0.38925876435959705
LINC03007,GPC6,0.38924195221320446
TMEM178B,LINC02248,0.38920689412122944
SMOC1,CGNL1,0.38918092159018636
NTNG1,WWC1,0.3891390987077729
SYK,MYO1F,0.38913754190877575
PRG4,LINC02350,0.3891238878428531
PDE3B,LINC00598,0.38908299788785605
EMCN,BMX,0.38902150452708956
CACNB2,RGS6,0.38896942354223524
NTNG1,MGAT4C,0.3889508930959779
KCNJ3,PALLD,0.3888744094470256
LDB3,DMD,0.38883876788564126
LOC105379003,AKAP6,0.3887962931969781
PNPLA2,CIDEA,0.38879000744387787
EZR,NR4A3,0.3887474110411771
COL6A6,ABCA6,0.38871285679273637
LINC01954,SYNPR,0.3887075471080152
FABP4,GPAM,0.3887000859352361
ADIPOQ,SMAD3-DT,0.38869125765600626
ADGRL4,CYYR1,0.38868550155260956
CPA4,C3,0.388661916558025
FGF12,ANK2,0.38865544974803024
ID4,RBFOX1,0.38861230291750665
CHRM3,CACNA2D3,0.38859911418313337
LINC02208,MYBPC3,0.3885899337387582
ABI3BP,PCOLCE2,0.38852391025071725
LDB3,LOC105370315,0.3885092592386001
CTNNA3,LDB3,0.38849972528476834
ACVR1C,KLB,0.3884825469507829
ID4,DPP6,0.3884775908765705
KCNMB2,TBX5,0.38846194096625697
PDE4B,NTNG1,0.3884522755501722
CD1A,TACR2,0.3884442446808887
DCN,ABCA9,0.38843928832351005
AQP7B,PLIN1,0.3884195645060058
SULF1,MSLN,0.38837478197453534
B4GALNT3,LINC02248,0.38836690263831075
PLA2G5,MSC-AS1,0.3883566081603173
PECR,PDE3B,0.3883535117861827
LPL,PDE3B,0.38832554309169437
PTGER3,MLXIPL,0.3883101851006006
SLC19A3,KIAA0408,0.38826073748396733
ESRRG,SGCD,0.3882384926440619
ACSL1,MLXIPL,0.38822051839269117
DLGAP2,WT1,0.3882050624588962
FRAS1,MARCHF1,0.3881947973984287
MARCHF1,GRIP1,0.38818872919459363
ANK2,RALYL,0.38817052592534645
CACNA2D3,WT1,0.38816512559350697
KCNT2,BMPR1B,0.38816056416373573
SORBS1,LINC02248,0.38811476349136703
TTN,MYPN,0.3881104581378609
CHRM3,LSAMP,0.3881083812251315
SMAD3-DT,PFKFB1,0.3880731684480454
PTPRC,AOAH,0.3880544330068495
CLDN1,C3,0.3880207964646906
LOC105379003,RCAN2,0.3879474102201097
CORIN,LDB3,0.38794623851989246
TMEM178B,CACNB2,0.38790966547129085
RYR2,NCAM1,0.38789696149057046
ANTXR1,CACNA2D3,0.3878938667754601
MALAT1,MCTP2,0.38787114061645217
PPP2R1B,PLIN1,0.38787038296907106
WWC1,ARHGAP44,0.38785143561998553
KANK4,SGK2,0.3877484709141995
LSAMP,NR4A3,0.38771786507247896
COL15A1,ABCA6,0.3877170937855988
TPRG1,GPD1,0.38771222793527416
MYLK3,MYO18B,0.3876775543863159
ZNF385B,OTOGL,0.3876712785175451
PDE4D,PTPRB,0.3876566372129112
SPHKAP,CORIN,0.387654257697762
DLGAP2,RERG,0.3876380916903123
SEMA3C,CPA4,0.3876351801261935
TTN,MYH7B,0.38759440226364456
TECRL,FHOD3,0.3875872525108496
NR4A1,C3,0.3875835727400685
SCN7A,NOX4,0.38756545683832416
NOTCH4,EGFL7,0.3875582920817482
CP,LINC02388,0.3875119282650943
CACNA2D3,MGAT4C,0.38747878811087244
RCAN2,CHRM2,0.38738819383971135
CCDC80,ITGB8,0.38730503197000093
LCK,BCL11B,0.38729576343630034
TTN,SPHKAP,0.3872895245802586
MSC-AS1,DCN,0.38719410735350634
COL24A1,PDGFRA,0.38718129462198586
MME,GPD1,0.3871770303015338
NR4A3,RBFOX1,0.38717128263136663
EBF2,LHFPL6,0.3871552350745509
RGS6,SLC24A3,0.3871356586425382
TECRL,WNK2,0.38713403749364
ROR1,ARHGAP44,0.38712276690765496
LINC02006,SLIT2,0.38710522956578863
PXDNL,NCAM1,0.38709754310664
DPP6,NR4A3,0.3870647839668121
MSR1,ADAP2,0.3870619911837712
TLL1,CDON,0.3870596378424593
FREM1,ABCA9,0.3870477575747567
ABI3BP,SLIT3,0.38703045900684696
CIDEC,RMEL3,0.3870175030095827
PRG4,ANTXR1,0.38700576013743027
BICDL1,ALOX15,0.3869720551098666
MGST1,PLIN1,0.38691438973619396
ANO2,ELK3,0.3868930712463872
ZNF385B,PXDNL,0.3868810508158044
CACHD1,BNC1,0.3868702810800652
RERG,HAS1,0.38686436920068806
CPA4,RBFOX1,0.3868602460195662
LINC02237,PLIN5,0.38683121999582076
PLIN5,LIPE,0.3868014527287314
ESRRG,NCAM1,0.38679970610795483
ESRRG,CTNNA3,0.3867955754001814
PTGER3,GPD1,0.3867795780846529
FRAS1,GRIP1,0.38677440956268255
SLIT2,ZBTB7C,0.38676119396659003
CACHD1,ZBTB7C,0.3867393079744746
MYRIP,PTPRB,0.38669903905571135
TFRC,C3,0.3866798932303817
PCDH7,LINC02160,0.38658298262498114
ZNF385B,TRDN-AS1,0.38656297654971494
NR4A2,ZBTB7C,0.3865287798110259
FHL2,LINC02248,0.38650322073219867
ATF3,SLC4A4,0.3864787438084398
TECRL,LOC101927404,0.386449406303302
ESRRG,CCDC141,0.3864201884681468
TNNI3K,LOC105379003,0.38637724122846206
CADPS,ADCY5,0.38635657675956986
CCDC141,TMEM71,0.38634853184295753
RYR2,CCDC141,0.38634080789036124
LOC729732,FOSB,0.3863112742304037
PFKFB3,GYG2,0.386307627889216
PTPRB,PRKCH,0.38626819316923955
MS4A4E,FPR3,0.38623764150370155
LINC02360,GPM6A,0.38623753526853083
CNTNAP3B,LINC02388,0.38622920548313455
FBXO40,GREB1L,0.3862239887934044
ESRRG,MYH7B,0.38619692324200344
CALCRL,ADGRF5,0.3861556103819365
PDE4B,RGS6,0.3861494019213854
TTN,MYLK3,0.3861229234352756
DOCK2,MS4A6A,0.38608571795330215
CPA4,ZBTB7C,0.38607915984297725
LOC105370315,GREB1L,0.3860244889321137
CORIN,TECRL,0.3860043545598609
LINC02607,GPT2,0.3859571740224744
CFH,TTN,-0.3859006834162552
RYR2,AKAP6,0.38589893951102777
MLXIPL,PFKFB3,0.3858848832222107
CCDC141,CACNA1C,0.3858590232527007
NOX4,CDH19,0.385832420609711
DCN,CFD,0.3858236408998119
ZNF385B,MYLK3,0.3858231267376997
PC,TRHDE-AS1,0.3858113166959034
BTNL9,VWF,0.3857987638015205
FRAS1,CBLN2,0.38579288353154473
GMDS,PCDH15,0.38579117472600255
FGF14,ABCA6,0.3857875724429714
FBXO40,CACNA1C,0.385765909012771
ANTXR1,LSAMP,0.3857399894287139
LINC02237,PDE3B,0.38570528317501646
MYPN,GREB1L,0.38568158316731777
PFKFB3,CIDEA,0.3856685902576037
C7,DCN,0.38556372882098083
NCKAP1L,CYBB,0.38554840755575953
EPHA3,LINC03007,0.3855339318906552
LEPR,GMDS,0.38552563969596065
CACNA2D3,CACNB2,0.38551709590923755
ADAMTS3,ZBTB7C,0.3855097693878299
ESRRG,MYPN,0.3855061514637911
PC,TRARG1,0.3854994613902777
CCDC80,LOC729732,0.38545598630601335
TECRL,TMEM71,0.3854549671971611
EFNA5,RGS6,0.38545391910866167
LDB3,LOC101927404,0.38543375663037505
LOC729732,RGS6,0.385423301553342
RAPGEF5,EGFL7,0.38541306715230433
ESRRG,ADCY5,0.3854078410428202
PANK1-AS1,CLEC4E,0.38540298837532355
TENM2,RBM20,0.3853994004847112
SCN7A,MSC-AS1,0.38539869353837025
C7,FREM1,0.3853867316300176
ATF3,ANXA8,0.3853833151528173
ALOX15,KRT19,0.38538097559661344
ESRRG,PALLD,0.3853680801595019
KCTD8,C3,0.38533200640710763
COL4A4,COL4A3,0.385302422478595
GPM6A,SLC24A3,0.38526483013908597
NR4A3,CDON,0.38526457510734824
